psu,area,region,region_01,rate_cm,rate_nutr,rate_satt,rate_educ,rate_elct,rate_wtr,rate_sani,rate_hsg,rate_ckfl,rate_asst,depr_cm,depr_nutr,depr_educ,depr_satt,depr_wtr,depr_sani,depr_hsg,depr_elct,depr_asst,depr_ckfl,mpi_met4
51,urban,Kampong Cham,Kampong Cham,0,.0625,0,.1875,.125,.125,.3125,.3125,.625,.0625,0,0,1,0,0,0,0,1,0,1,.27777779
52,urban,Kampong Cham,Kampong Cham,0,.15384616,.071428575,.071428575,0,0,.5714286,.35714287,.71428573,0,0,1,0,0,0,1,0,0,0,1,.27777779
53,rural,Kampong Cham,Kampong Cham,.055555556,.3888889,.11111111,.5,.94444442,.16666667,.8888889,.77777779,1,.055555556,1,1,1,0,0,1,1,1,0,1,.72222221
54,urban,Kampong Cham,Kampong Cham,0,.46666667,0,.06666667,0,.06666667,.2,.06666667,.40000001,0,0,1,0,0,0,0,0,0,0,1,.22222222
55,rural,Kampong Cham,Kampong Cham,0,.23529412,.05882353,.52941179,0,.11764706,.47058824,.47058824,.94117647,.17647059,0,1,1,0,0,1,1,0,0,1,.5
56,rural,Kampong Cham,Kampong Cham,.055555556,.17647059,.22222222,.33333334,.22222222,.16666667,.44444445,.55555558,.94444442,.11111111,1,1,1,1,0,0,1,1,0,1,.83333331
57,rural,Kampong Cham,Kampong Cham,0,.125,0,.41176471,1,.17647059,.64705884,.17647059,1,0,0,1,1,0,0,1,0,1,0,1,.5
58,rural,Kampong Cham,Kampong Cham,0,.0625,0,.27777779,.22222222,.77777779,.33333334,.27777779,1,0,0,0,1,0,1,0,0,1,0,1,.33333334
59,rural,Kampong Cham,Kampong Cham,0,.083333336,0,.15384616,1,.84615386,.46153846,.30769232,.84615386,0,0,0,1,0,1,0,0,1,0,1,.33333334
60,rural,Kampong Cham,Kampong Cham,.05882353,.35294119,.29411766,.64705884,.35294119,.29411766,.94117647,.41176471,1,.11764706,1,1,1,1,1,1,0,1,0,1,.8888889
61,rural,Kampong Cham,Kampong Cham,0,.27777779,.055555556,.44444445,.055555556,0,.72222221,.27777779,.6111111,0,0,1,1,0,0,1,0,0,0,1,.44444445
62,rural,Kampong Cham,Kampong Cham,.11111111,.27777779,.22222222,.27777779,1,.3888889,1,.77777779,1,.22222222,1,1,1,1,1,1,1,1,0,1,.94444442
63,rural,Kampong Cham,Kampong Cham,0,.47058824,.055555556,.27777779,.11111111,.22222222,.27777779,.27777779,.8888889,.11111111,0,1,1,0,0,0,0,1,0,1,.44444445
64,rural,Kampong Cham,Kampong Cham,0,.23529412,.05882353,.41176471,.29411766,.05882353,.52941179,.29411766,.88235295,.11764706,0,1,1,0,0,1,0,1,0,1,.5
65,rural,Kampong Chhnang,Kampong Chhnang,.16666667,.22222222,.055555556,.33333334,1,.77777779,.77777779,.72222221,1,.27777779,1,1,1,0,1,1,1,1,0,1,.77777779
66,rural,Kampong Chhnang,Kampong Chhnang,0,.33333334,.16666667,.44444445,1,.72222221,.83333331,.77777779,1,.055555556,0,1,1,1,1,1,1,1,0,1,.77777779
67,rural,Kampong Chhnang,Kampong Chhnang,.05882353,.47058824,.055555556,.16666667,1,1,.72222221,.3888889,1,.16666667,1,1,1,0,1,1,0,1,0,1,.72222221
68,rural,Kampong Chhnang,Kampong Chhnang,0,.33333334,.11111111,.44444445,.55555558,.77777779,.77777779,.33333334,1,.11111111,0,1,1,0,1,1,0,1,0,1,.55555558
69,rural,Kampong Chhnang,Kampong Chhnang,.055555556,.55555558,.16666667,.44444445,1,.83333331,.94444442,.94444442,1,.27777779,1,1,1,1,1,1,1,1,0,1,.94444442
70,urban,Kampong Chhnang,Kampong Chhnang,0,.1875,0,.3125,0,0,.375,.3125,.8125,.1875,0,1,1,0,0,0,0,0,0,1,.3888889
71,urban,Kampong Chhnang,Kampong Chhnang,.0625,.3125,.1875,.375,.125,.125,.625,.875,.75,.25,1,1,1,1,0,1,1,1,0,1,.8888889
72,urban,Kampong Chhnang,Kampong Chhnang,0,0,0,0,0,.0625,0,0,.1875,0,0,0,0,0,0,0,0,0,0,0,0
73,urban,Kampong Chhnang,Kampong Chhnang,0,.1875,.0625,.0625,0,.125,.3125,.375,.9375,0,0,1,0,0,0,0,0,0,0,1,.22222222
74,urban,Kampong Chhnang,Kampong Chhnang,0,.25,0,.1875,0,.0625,.1875,.5,.875,.0625,0,1,1,0,0,0,1,0,0,1,.44444445
75,urban,Kampong Chhnang,Kampong Chhnang,0,.125,0,0,0,.125,.0625,0,.375,0,0,1,0,0,0,0,0,0,0,1,.22222222
76,urban,Kampong Chhnang,Kampong Chhnang,0,.375,0,0,.0625,.125,.25,.4375,.625,.0625,0,1,0,0,0,0,0,0,0,1,.22222222
77,urban,Kampong Chhnang,Kampong Chhnang,0,.26666668,0,.0625,.1875,.3125,.3125,.375,.9375,0,0,1,0,0,1,0,0,1,0,1,.33333334
78,rural,Kampong Chhnang,Kampong Chhnang,0,.27777779,.055555556,.3888889,.83333331,.72222221,.6111111,.72222221,1,.27777779,0,1,1,0,1,1,1,1,0,1,.6111111
79,rural,Kampong Chhnang,Kampong Chhnang,.055555556,.33333334,.16666667,.55555558,1,.77777779,.83333331,.8888889,1,.16666667,1,1,1,1,1,1,1,1,0,1,.94444442
80,rural,Kampong Chhnang,Kampong Chhnang,.05882353,.29411766,.17647059,.23529412,1,.88235295,.88235295,.70588237,1,.23529412,1,1,1,1,1,1,1,1,0,1,.94444442
81,rural,Kampong Chhnang,Kampong Chhnang,0,.3888889,0,.22222222,1,.33333334,.72222221,.3888889,.94444442,0,0,1,1,0,1,1,0,1,0,1,.55555558
82,rural,Kampong Chhnang,Kampong Chhnang,0,.29411766,0,.17647059,.17647059,.58823532,.64705884,.35294119,.82352942,.11764706,0,1,1,0,1,1,0,1,0,1,.55555558
83,rural,Kampong Chhnang,Kampong Chhnang,.05882353,.41176471,.05882353,.47058824,.41176471,.23529412,.52941179,.70588237,.94117647,.17647059,1,1,1,0,0,1,1,1,0,1,.72222221
84,rural,Kampong Chhnang,Kampong Chhnang,0,.33333334,.16666667,.33333334,.16666667,.55555558,.8888889,.5,1,.22222222,0,1,1,1,1,1,1,1,0,1,.77777779
85,rural,Kampong Chhnang,Kampong Chhnang,0,.3888889,.055555556,.5,1,.33333334,.72222221,.55555558,1,.11111111,0,1,1,0,1,1,1,1,0,1,.6111111
86,rural,Kampong Chhnang,Kampong Chhnang,0,.23529412,.05882353,.29411766,1,.41176471,.7647059,.35294119,.94117647,.05882353,0,1,1,0,1,1,0,1,0,1,.55555558
87,rural,Kampong Chhnang,Kampong Chhnang,0,.29411766,0,.33333334,1,.17647059,.44444445,.44444445,.94444442,.22222222,0,1,1,0,0,0,1,1,0,1,.5
88,rural,Kampong Chhnang,Kampong Chhnang,0,.29411766,.055555556,.16666667,.16666667,.055555556,.22222222,.5,1,.11111111,0,1,1,0,0,0,1,1,0,1,.5
89,rural,Kampong Chhnang,Kampong Chhnang,0,.33333334,.11111111,.11111111,.33333334,.055555556,.83333331,.72222221,1,.22222222,0,1,0,0,0,1,1,1,0,1,.3888889
90,rural,Kampong Chhnang,Kampong Chhnang,0,.27777779,.11111111,.16666667,.33333334,.44444445,.5,.27777779,1,0,0,1,1,0,1,1,0,1,0,1,.55555558
91,rural,Kampong Chhnang,Kampong Chhnang,.11111111,.33333334,.11111111,.3888889,1,1,1,.3888889,1,.16666667,1,1,1,0,1,1,0,1,0,1,.72222221
92,rural,Kampong Chhnang,Kampong Chhnang,0,.27777779,.055555556,.27777779,.83333331,.5,.3888889,.33333334,1,.27777779,0,1,1,0,1,0,0,1,0,1,.5
93,rural,Kampong Chhnang,Kampong Chhnang,.055555556,.16666667,.11111111,.11111111,0,0,.16666667,.055555556,.6111111,0,1,1,0,0,0,0,0,0,0,1,.3888889
94,rural,Kampong Chhnang,Kampong Chhnang,.11111111,.29411766,0,.27777779,.66666669,.33333334,.33333334,.44444445,1,.11111111,1,1,1,0,1,0,1,1,0,1,.72222221
95,rural,Kampong Chhnang,Kampong Chhnang,0,.625,.1875,.5,1,.3125,.6875,.5,.9375,.1875,0,1,1,1,1,1,1,1,0,1,.77777779
96,rural,Kampong Speu,Kampong Speu,0,.375,.25,.625,1,.9375,.875,.5,1,.3125,0,1,1,1,1,1,1,1,0,1,.77777779
97,rural,Kampong Speu,Kampong Speu,0,.46666667,.0625,.375,1,.1875,.875,.25,.9375,.3125,0,1,1,0,0,1,0,1,0,1,.5
98,rural,Kampong Speu,Kampong Speu,0,.33333334,.11111111,.27777779,1,.55555558,.55555558,.16666667,.83333331,.11111111,0,1,1,0,1,1,0,1,0,1,.55555558
99,rural,Kampong Speu,Kampong Speu,0,.3888889,.22222222,.27777779,1,.55555558,.77777779,.33333334,.94444442,.16666667,0,1,1,1,1,1,0,1,0,1,.72222221
100,rural,Kampong Speu,Kampong Speu,0,.33333334,.26666668,.26666668,1,.86666667,.73333335,.2,1,.06666667,0,1,1,1,1,1,0,1,0,1,.72222221
101,urban,Kampong Speu,Kampong Speu,0,.25,0,.1875,.125,.1875,.25,.125,.6875,.1875,0,1,1,0,0,0,0,1,0,1,.44444445
102,urban,Kampong Speu,Kampong Speu,.0625,.3125,0,.125,0,.0625,.125,.0625,.5,0,1,1,1,0,0,0,0,0,0,1,.55555558
103,urban,Kampong Speu,Kampong Speu,0,.375,.125,0,0,0,0,.0625,.1875,0,0,1,0,0,0,0,0,0,0,0,.16666667
104,urban,Kampong Speu,Kampong Speu,0,.33333334,0,.06666667,0,.06666667,.2,.13333334,.60000002,0,0,1,0,0,0,0,0,0,0,1,.22222222
105,urban,Kampong Speu,Kampong Speu,0,.375,.125,.25,0,0,.3125,0,.6875,0,0,1,1,0,0,0,0,0,0,1,.3888889
106,urban,Kampong Speu,Kampong Speu,.0625,.1875,.0625,0,.0625,.125,.3125,.0625,.8125,.0625,1,1,0,0,0,0,0,0,0,1,.3888889
107,urban,Kampong Speu,Kampong Speu,0,.1875,0,.125,0,0,.375,0,.8125,.0625,0,1,1,0,0,0,0,0,0,1,.3888889
108,rural,Kampong Speu,Kampong Speu,0,.5,.055555556,.16666667,0,.8888889,.83333331,.055555556,1,0,0,1,1,0,1,1,0,0,0,1,.5
109,rural,Kampong Speu,Kampong Speu,.055555556,.44444445,.055555556,.33333334,.055555556,.77777779,.77777779,.33333334,.8888889,.16666667,1,1,1,0,1,1,0,0,0,1,.66666669
110,rural,Kampong Speu,Kampong Speu,.06666667,.40000001,.2,0,0,.80000001,.60000002,.26666668,1,0,1,1,0,1,1,1,0,0,0,1,.66666669
111,rural,Kampong Speu,Kampong Speu,0,.53333336,.1875,0,.0625,.75,.3125,.0625,.9375,0,0,1,0,1,1,0,0,0,0,1,.44444445
112,rural,Kampong Speu,Kampong Speu,0,.6111111,.16666667,.22222222,.83333331,.8888889,.8888889,.27777779,1,.11111111,0,1,1,1,1,1,0,1,0,1,.72222221
113,rural,Kampong Speu,Kampong Speu,.055555556,.44444445,.16666667,.11111111,0,.27777779,.33333334,.16666667,.83333331,0,1,1,0,1,0,0,0,0,0,1,.55555558
114,rural,Kampong Speu,Kampong Speu,.055555556,.5,.33333334,.27777779,.11111111,.83333331,.83333331,.33333334,1,.055555556,1,1,1,1,1,1,0,1,0,1,.8888889
115,rural,Kampong Speu,Kampong Speu,0,.3888889,.11111111,.11111111,1,.72222221,.72222221,.055555556,.8888889,.055555556,0,1,0,0,1,1,0,1,0,1,.3888889
116,urban,Kampong Speu,Kampong Speu,0,.3125,0,.0625,0,.3125,.25,.5,.625,.0625,0,1,0,0,1,0,1,0,0,1,.33333334
117,rural,Kampong Speu,Kampong Speu,0,.23529412,.29411766,.11764706,.17647059,.7647059,.82352942,0,1,0,0,1,1,1,1,1,0,1,0,1,.72222221
118,rural,Kampong Speu,Kampong Speu,0,.16666667,.22222222,.16666667,1,.83333331,.94444442,.3888889,1,.055555556,0,1,1,1,1,1,0,1,0,1,.72222221
119,rural,Kampong Speu,Kampong Speu,.05882353,.35294119,.17647059,.17647059,.52941179,.70588237,.7647059,.35294119,1,.23529412,1,1,1,1,1,1,0,1,0,1,.8888889
120,rural,Kampong Speu,Kampong Speu,.055555556,.11111111,0,.27777779,.055555556,.5,.33333334,.11111111,.72222221,.055555556,1,1,1,0,1,0,0,0,0,1,.6111111
121,rural,Kampong Speu,Kampong Speu,0,.27777779,.055555556,0,1,.3888889,.44444445,.27777779,.8888889,0,0,1,0,0,1,0,0,1,0,1,.33333334
122,rural,Kampong Speu,Kampong Speu,.055555556,.27777779,.055555556,.16666667,0,0,.22222222,.16666667,.72222221,.055555556,1,1,1,0,0,0,0,0,0,1,.55555558
123,rural,Kampong Speu,Kampong Speu,0,.35294119,.05882353,.11764706,.94117647,.52941179,.58823532,.11764706,1,0,0,1,1,0,1,1,0,1,0,1,.55555558
124,rural,Kampong Speu,Kampong Speu,0,.44444445,0,.3888889,1,.6111111,.55555558,0,.94444442,.055555556,0,1,1,0,1,1,0,1,0,1,.55555558
125,rural,Kampong Speu,Kampong Speu,.05882353,.35294119,.11111111,.55555558,1,.77777779,.8888889,.66666669,1,.3888889,1,1,1,0,1,1,1,1,0,1,.77777779
126,rural,Kampong Speu,Kampong Speu,0,.22222222,.11111111,.27777779,1,.72222221,.88235295,.6111111,1,.11111111,0,1,1,0,1,1,1,1,0,1,.6111111
127,rural,Kampong Speu,Kampong Speu,0,.22222222,.11111111,.3888889,1,.55555558,.66666669,.27777779,1,.055555556,0,1,1,0,1,1,0,1,0,1,.55555558
128,rural,Kampong Thom,Kampong Thom,0,.16666667,0,.16666667,0,.27777779,.27777779,.16666667,.94444442,0,0,1,1,0,0,0,0,0,0,1,.3888889
129,rural,Kampong Thom,Kampong Thom,.055555556,.3888889,.16666667,.33333334,.27777779,.22222222,.83333331,.55555558,1,.33333334,1,1,1,1,0,1,1,1,0,1,.8888889
130,rural,Kampong Thom,Kampong Thom,.05882353,.29411766,.05882353,.41176471,.82352942,.58823532,.94117647,.82352942,.94117647,.29411766,1,1,1,0,1,1,1,1,0,1,.77777779
131,rural,Kampong Thom,Kampong Thom,0,.33333334,0,.44444445,.055555556,.5,.72222221,.11111111,1,.055555556,0,1,1,0,1,1,0,0,0,1,.5
132,rural,Kampong Thom,Kampong Thom,.13333334,.35714287,.06666667,.46666667,.93333334,.80000001,.46666667,.40000001,1,.26666668,1,1,1,0,1,0,0,1,0,1,.66666669
133,rural,Kampong Thom,Kampong Thom,0,.055555556,0,.22222222,0,.33333334,0,.055555556,.6111111,0,0,0,1,0,1,0,0,0,0,1,.27777779
134,rural,Kampong Thom,Kampong Thom,0,.17647059,.05882353,.11764706,.52941179,.58823532,.47058824,.35294119,1,.05882353,0,1,1,0,1,1,0,1,0,1,.55555558
135,rural,Kampong Thom,Kampong Thom,0,.29411766,.05882353,.35294119,1,.7647059,.70588237,.41176471,1,.17647059,0,1,1,0,1,1,0,1,0,1,.55555558
136,rural,Kampong Thom,Kampong Thom,.05882353,.25,0,.23529412,1,1,.94117647,.64705884,1,.23529412,1,1,1,0,1,1,1,1,0,1,.77777779
137,rural,Kampong Thom,Kampong Thom,0,.3888889,.27777779,.66666669,1,.77777779,.83333331,.77777779,1,.22222222,0,1,1,1,1,1,1,1,0,1,.77777779
138,rural,Kampong Thom,Kampong Thom,.05882353,.35294119,.35294119,.52941179,1,.82352942,1,.58823532,1,.23529412,1,1,1,1,1,1,1,1,0,1,.94444442
139,urban,Kampong Thom,Kampong Thom,0,.2,.0625,.1875,.3125,.0625,.5625,.4375,1,.125,0,1,1,0,0,1,0,1,0,1,.5
140,urban,Kampong Thom,Kampong Thom,0,.25,.0625,0,.0625,0,.5625,.25,.9375,0,0,1,0,0,0,1,0,0,0,1,.27777779
141,urban,Kampong Thom,Kampong Thom,0,.0625,0,.0625,0,.125,.125,.1875,.625,.0625,0,0,0,0,0,0,0,0,0,1,.055555556
142,urban,Kampong Thom,Kampong Thom,0,.125,0,.0625,0,.0625,.1875,.125,.8125,0,0,1,0,0,0,0,0,0,0,1,.22222222
143,urban,Kampong Thom,Kampong Thom,0,.1875,.125,.0625,0,0,.1875,.0625,.75,0,0,1,0,0,0,0,0,0,0,1,.22222222
144,urban,Kampong Thom,Kampong Thom,0,.06666667,.06666667,.2,.06666667,0,.26666668,.06666667,.80000001,.06666667,0,0,1,0,0,0,0,0,0,1,.22222222
145,urban,Kampong Thom,Kampong Thom,0,.2,.0625,.3125,.1875,.25,.5625,.125,.875,.0625,0,1,1,0,0,1,0,1,0,1,.5
146,rural,Kampong Thom,Kampong Thom,0,.05882353,0,.29411766,.88235295,.58823532,.35294119,.58823532,1,.11764706,0,0,1,0,1,0,1,1,0,1,.3888889
147,rural,Kampong Thom,Kampong Thom,0,.33333334,.11111111,.72222221,1,.44444445,.6111111,.16666667,1,.33333334,0,1,1,0,1,1,0,1,0,1,.55555558
148,rural,Kampong Thom,Kampong Thom,.05882353,.11764706,.11764706,.47058824,1,.52941179,.17647059,.05882353,1,.23529412,1,1,1,0,1,0,0,1,0,1,.66666669
149,rural,Kampong Thom,Kampong Thom,0,.11111111,.11111111,.5,.8888889,.27777779,.72222221,.16666667,1,.055555556,0,1,1,0,0,1,0,1,0,1,.5
150,rural,Kampong Thom,Kampong Thom,0,.125,.05882353,.23529412,.58823532,.29411766,.47058824,.05882353,1,.05882353,0,1,1,0,1,1,0,1,0,1,.55555558
151,rural,Kampong Thom,Kampong Thom,0,.44444445,.33333334,.5,1,.27777779,.8888889,.3888889,1,.11111111,0,1,1,1,0,1,0,1,0,1,.66666669
152,rural,Kampong Thom,Kampong Thom,0,.22222222,.055555556,.16666667,1,.8888889,.5,.11111111,1,.16666667,0,1,1,0,1,1,0,1,0,1,.55555558
153,rural,Kampong Thom,Kampong Thom,0,.22222222,.055555556,.33333334,.33333334,.16666667,.44444445,.33333334,.94444442,0,0,1,1,0,0,0,0,1,0,1,.44444445
154,rural,Kampong Thom,Kampong Thom,0,.27777779,.16666667,.44444445,.8888889,.83333331,.66666669,.55555558,1,.11111111,0,1,1,1,1,1,1,1,0,1,.77777779
155,rural,Kampong Thom,Kampong Thom,0,.22222222,.22222222,.16666667,.33333334,.8888889,.44444445,.33333334,.83333331,.11111111,0,1,1,1,1,0,0,1,0,1,.66666669
156,rural,Kampong Thom,Kampong Thom,0,.22222222,.33333334,.6111111,1,.83333331,.77777779,.72222221,1,.33333334,0,1,1,1,1,1,1,1,0,1,.77777779
157,rural,Kampong Thom,Kampong Thom,0,0,.055555556,.16666667,.83333331,.55555558,.33333334,.22222222,1,.055555556,0,0,1,0,1,0,0,1,0,1,.33333334
158,rural,Kampong Thom,Kampong Thom,0,.3125,0,.47058824,.35294119,.23529412,.7647059,.58823532,1,.23529412,0,1,1,0,0,1,1,1,0,1,.55555558
