hh_id,ind_id,psu,strata,subsample,weight,area,region,region_01,agec4,agec2,d_cm,d_nutr,d_satt,d_educ,d_elct,d_wtr,d_sani,d_hsg,d_ckfl,d_asst,d_cm_01,d_nutr_01,d_satt_01,d_educ_01,d_elct_01,d_wtr_01,d_sani_01,d_hsg_01,d_ckfl_01,d_asst_01,mpi
20003,2000302,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,.11111111
20003,2000303,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,.11111111
20003,2000304,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,.11111111
20003,2000305,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,.11111111
20005,2000501,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20005,2000502,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20005,2000503,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20005,2000504,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20005,2000505,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20005,2000506,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.055555556
20006,2000601,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,60+,18+,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,.16666667
20006,2000602,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,.16666667
20008,2000801,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,.3888889
20008,2000802,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,.3888889
20008,2000803,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,0-9,0-17,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,.3888889
20009,2000901,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
20009,2000902,2,banteay meanchey - rural,selected,.861492,rural,Banteay Meanchay,Banteay Meanchay,18-59,18+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,.11111111
