psu;area;region;region_01;rate_cm;rate_nutr;rate_satt;rate_educ;rate_elct;rate_wtr;rate_sani;rate_hsg;rate_ckfl;rate_asst;depr_cm;depr_nutr;depr_educ;depr_satt;depr_wtr;depr_sani;depr_hsg;depr_elct;depr_asst;depr_ckfl;mpi_met4
141;rural;Mondul Kiri and Ratanak Kiri;Mondul Kiri and Ratanak Kiri;0.071428575;0.5;0.71428573;0.71428573;1;1;1;0.5;1;0.5714286;1;1;1;1;1;1;1;1;0;1;0.94444442
142;rural;Svay Rieng;Svay Rieng;0.071428575;0.53846157;0.14285715;0.5714286;0.9285714;0;0.9285714;0.9285714;1;0.21428572;1;1;1;0;0;1;1;1;0;1;0.72222221
143;urban;Pursat;Pursat;0.083333336;0.5;0.5;0.33333334;1;0.41666666;1;0.66666669;1;0.25;1;1;1;1;1;1;1;1;0;1;0.94444442
144;rural;Svay Rieng;Svay Rieng;0.071428575;0.2857143;0.14285715;0.64285713;1;0;1;0.9285714;1;0.5;1;1;1;0;0;1;1;1;0;1;0.72222221
145;rural;Kandal;Kandal;0.07692308;0.5;0.15384616;0.38461539;0.92307693;0.84615386;0.76923078;0.61538464;1;0.07692308;1;1;1;0;1;1;1;1;0;1;0.77777779
146;rural;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0.083333336;0.35714287;0.42857143;0.42857143;0.14285715;0.5714286;0.64285713;0.21428572;1;0.21428572;1;1;1;1;1;1;0;1;0;1;0.8888889
147;rural;Preah Vihear and Stung Treng;Preah Vihear and Stung Treng;0.23076923;0.46153846;0.30769232;0.69230771;1;0.53846157;1;0.61538464;1;0.46153846;1;1;1;1;1;1;1;1;0;1;0.94444442
148;urban;Kampong Thom;Kampong Thom;0.090909094;0.1;0;0.18181819;0.54545456;0.63636363;0.45454547;0.36363637;0.90909094;0.090909094;1;0;1;0;1;0;0;1;0;1;0.5
149;rural;Svay Rieng;Svay Rieng;0.14285715;0.42857143;0.2857143;0.42857143;1;0.42857143;1;0.78571427;1;0.14285715;1;1;1;1;1;1;1;1;0;1;0.94444442
150;rural;Prey Veng;Prey Veng;0;0.16666667;0.071428575;0.42857143;1;0;0.9285714;0.85714287;1;0.21428572;0;1;1;0;0;1;1;1;0;1;0.55555558
151;urban;Kratie;Kratie;0;0.45454547;0.090909094;0.090909094;0.18181819;0.81818181;0.81818181;0.18181819;0.81818181;0.27272728;0;1;0;0;1;1;0;1;0;1;0.3888889
152;urban;Siem Reap;Siem Reap;0;0.125;0.11111111;0.11111111;0;0;0.22222222;0;0.33333334;0;0;1;0;0;0;0;0;0;0;1;0.22222222
153;rural;Kampong Speu;Kampong Speu;0.07692308;0.07692308;0.30769232;0.15384616;1;0.07692308;1;0.46153846;1;0.23076923;1;0;1;1;0;1;1;1;0;1;0.72222221
154;rural;Banteay Meanchay;Banteay Meanchay;0;0.30769232;0.071428575;0.21428572;0.21428572;0.71428573;0.21428572;0.21428572;1;0.2857143;0;1;1;0;1;0;0;1;0;1;0.5
155;rural;Kampong Speu;Kampong Speu;0;0.5714286;0.2857143;0.9285714;1;0.42857143;1;0.71428573;1;0.071428575;0;1;1;1;1;1;1;1;0;1;0.77777779
156;urban;Kampong Thom;Kampong Thom;0;0.41666666;0;0;0.16666667;0.33333334;0.66666669;0.16666667;0.91666669;0.16666667;0;1;0;0;1;1;0;1;0;1;0.3888889
157;rural;Prey Veng;Prey Veng;0;0.07692308;0;0;0.2857143;0.21428572;0.14285715;0;0.71428573;0;0;0;0;0;0;0;0;1;0;1;0.11111111
158;rural;Kampong Chhnang;Kampong Chhnang;0.071428575;0.14285715;0.071428575;0.71428573;1;0.21428572;0.5;0.71428573;1;0.071428575;1;1;1;0;0;1;1;1;0;1;0.72222221
159;rural;Kandal;Kandal;0.071428575;0.42857143;0.42857143;0.42857143;1;0.2857143;0.9285714;0.42857143;1;0.21428572;1;1;1;1;0;1;0;1;0;1;0.83333331
160;rural;Kampong Chhnang;Kampong Chhnang;0;0.33333334;0.16666667;0.75;1;0.58333331;1;0.75;1;0.5;0;1;1;1;1;1;1;1;0;1;0.77777779
161;rural;Battambang & Pailin;Battambang & Pailin;0;0.5;0.16666667;0.25;1;1;0.91666669;0.66666669;1;0.33333334;0;1;1;1;1;1;1;1;0;1;0.77777779
162;rural;Siem Reap;Siem Reap;0;0.35714287;0.14285715;0.5714286;1;0.14285715;1;0.71428573;1;0.21428572;0;1;1;0;0;1;1;1;0;1;0.55555558
163;rural;Kampong Thom;Kampong Thom;0;0.21428572;0.071428575;0.2857143;1;0.5714286;0.85714287;0.5714286;1;0.42857143;0;1;1;0;1;1;1;1;0;1;0.6111111
164;rural;Pursat;Pursat;0.21428572;0.35714287;0.14285715;0.42857143;1;0.35714287;1;0.2857143;1;0.42857143;1;1;1;0;1;1;0;1;0;1;0.72222221
165;rural;Kampot & Kep;Kampot & Kep;0.21428572;0.5;0.21428572;0.35714287;1;0.78571427;0.9285714;0.5;1;0.21428572;1;1;1;1;1;1;1;1;0;1;0.94444442
166;urban;Kandal;Kandal;0;0.36363637;0.090909094;0.090909094;0.090909094;0;0.36363637;0.27272728;0.72727275;0.27272728;0;1;0;0;0;0;0;1;0;1;0.27777779
167;rural;Takeo;Takeo;0;0.35714287;0.21428572;0.42857143;1;1;1;0.5;1;0.21428572;0;1;1;1;1;1;1;1;0;1;0.77777779
168;rural;Prey Veng;Prey Veng;0.071428575;0.42857143;0.14285715;0.42857143;1;0.2857143;0.9285714;0.85714287;1;0.35714287;1;1;1;0;0;1;1;1;0;1;0.72222221
169;rural;Prey Veng;Prey Veng;0.2;0.80000001;0.1;0.60000002;1;0.1;1;0.80000001;1;0.40000001;1;1;1;0;0;1;1;1;0;1;0.72222221
170;rural;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0;0.1;0.27272728;0.45454547;0.45454547;0.54545456;1;0.36363637;0.90909094;0.63636363;0;0;1;1;1;1;0;1;1;1;0.6111111
171;rural;Kampong Chhnang;Kampong Chhnang;0.071428575;0.2857143;0.2857143;0.42857143;1;0.21428572;1;0.85714287;1;0.2857143;1;1;1;1;0;1;1;1;0;1;0.8888889
172;rural;Battambang & Pailin;Battambang & Pailin;0.07692308;0.33333334;0.07692308;0.30769232;1;0.84615386;0.84615386;0.69230771;1;0.30769232;1;1;1;0;1;1;1;1;0;1;0.77777779
173;rural;Kampot & Kep;Kampot & Kep;0.07692308;0.38461539;0.23076923;0.38461539;1;0.84615386;0.92307693;0.23076923;1;0.38461539;1;1;1;1;1;1;0;1;0;1;0.8888889
174;urban;Phnom Penh;Phnom Penh;0;0.1;0.090909094;0;0;0;0;0;0.18181819;0;0;0;0;0;0;0;0;0;0;0;0
175;rural;Mondul Kiri and Ratanak Kiri;Mondul Kiri and Ratanak Kiri;0.071428575;0.64285713;0.78571427;1;1;1;1;0.9285714;1;0.78571427;1;1;1;1;1;1;1;1;1;1;1
176;rural;Kampong Speu;Kampong Speu;0;0.14285715;0.35714287;0.21428572;1;0.14285715;0.9285714;0.71428573;1;0.21428572;0;1;1;1;0;1;1;1;0;1;0.72222221
177;rural;Kandal;Kandal;0;0.5;0.30000001;0;0.80000001;0.5;0.60000002;0.2;0.89999998;0;0;1;0;1;1;1;0;1;0;1;0.55555558
178;urban;Mondul Kiri and Ratanak Kiri;Mondul Kiri and Ratanak Kiri;0;0.33333334;0.16666667;0.083333336;0;0.41666666;0.66666669;0.16666667;0.91666669;0;0;1;0;1;1;1;0;0;0;1;0.5
179;rural;Svay Rieng;Svay Rieng;0;0.2857143;0.35714287;0.5714286;1;0.071428575;1;0.9285714;1;0.071428575;0;1;1;1;0;1;1;1;0;1;0.72222221
180;rural;Kampot & Kep;Kampot & Kep;0.16666667;0.33333334;0;0.41666666;1;0.83333331;1;0.66666669;1;0.25;1;1;1;0;1;1;1;1;0;1;0.77777779
181;rural;Mondul Kiri and Ratanak Kiri;Mondul Kiri and Ratanak Kiri;0;0.54545456;0.36363637;0.72727275;1;0.72727275;0.90909094;0.63636363;1;0.54545456;0;1;1;1;1;1;1;1;0;1;0.77777779
182;urban;Kampot & Kep;Kampot & Kep;0;0.27272728;0.33333334;0.83333331;1;1;0.91666669;0.75;1;0.33333334;0;1;1;1;1;1;1;1;0;1;0.77777779
183;rural;Kampong Chhnang;Kampong Chhnang;0;0.2857143;0.071428575;0.35714287;1;0.64285713;0.9285714;0.5714286;1;0.14285715;0;1;1;0;1;1;1;1;0;1;0.6111111
184;urban;Kratie;Kratie;0;0.41666666;0.083333336;0.33333334;1;0.91666669;0.75;0.58333331;1;0.33333334;0;1;1;0;1;1;1;1;0;1;0.6111111
185;rural;Takeo;Takeo;0;0.2857143;0;0.071428575;1;0.5714286;0.64285713;0.2857143;0.9285714;0.071428575;0;1;0;0;1;1;0;1;0;1;0.3888889
186;rural;Svay Rieng;Svay Rieng;0;0.46153846;0.071428575;0.2857143;1;0;0.85714287;0.85714287;1;0.2857143;0;1;1;0;0;1;1;1;0;1;0.55555558
187;rural;Kandal;Kandal;0.090909094;0.36363637;0.18181819;0.27272728;1;1;1;0.54545456;1;0.090909094;1;1;1;1;1;1;1;1;0;1;0.94444442
188;rural;Takeo;Takeo;0;0.2857143;0;0.15384616;0.9285714;0.2857143;0.71428573;0.21428572;1;0.21428572;0;1;1;0;0;1;0;1;0;1;0.5
189;rural;Preah Vihear and Stung Treng;Preah Vihear and Stung Treng;0;0.61538464;0.42857143;1;1;1;1;0.42857143;1;0.5;0;1;1;1;1;1;0;1;0;1;0.72222221
190;rural;Pursat;Pursat;0.07692308;0.38461539;0.30769232;0.92307693;1;0.46153846;1;0.38461539;1;0.38461539;1;1;1;1;1;1;0;1;0;1;0.8888889
191;rural;Kampong Chhnang;Kampong Chhnang;0.071428575;0.42857143;0.21428572;0.071428575;1;0.9285714;0.85714287;0.78571427;1;0.5;1;1;0;1;1;1;1;1;0;1;0.77777779
192;rural;Siem Reap;Siem Reap;0;0.58333331;0.23076923;0.61538464;1;0.15384616;1;0.69230771;1;0.46153846;0;1;1;1;0;1;1;1;0;1;0.72222221
193;urban;Otdar Meanchey;Otdar Meanchey;0.1;0.45454547;0.63636363;0.72727275;1;0.36363637;0.81818181;0.27272728;1;0.36363637;1;1;1;1;1;1;0;1;0;1;0.8888889
194;rural;Kampong Chhnang;Kampong Chhnang;0.071428575;0.30769232;0.071428575;0.42857143;1;1;1;0.71428573;1;0.35714287;1;1;1;0;1;1;1;1;0;1;0.77777779
195;urban;Kratie;Kratie;0;0.18181819;0.25;0.25;1;1;0.83333331;0.66666669;1;0.33333334;0;1;1;1;1;1;1;1;0;1;0.77777779
196;rural;Takeo;Takeo;0;0.35714287;0.21428572;0.2857143;1;0.85714287;0.85714287;0.42857143;1;0.2857143;0;1;1;1;1;1;0;1;0;1;0.72222221
197;rural;Kratie;Kratie;0.38461539;0.91666669;0.92307693;1;1;1;1;0.92307693;1;0.61538464;1;1;1;1;1;1;1;1;0;1;0.94444442
198;rural;Banteay Meanchay;Banteay Meanchay;0.14285715;0.14285715;0.21428572;0.35714287;0.78571427;0.35714287;0.78571427;0.78571427;1;0.21428572;1;1;1;1;1;1;1;1;0;1;0.94444442
199;urban;Otdar Meanchey;Otdar Meanchey;0.25;0.75;0.5;0.75;1;0.5;0.625;0.875;1;0.625;1;1;1;1;1;1;1;1;0;1;0.94444442
200;rural;Otdar Meanchey;Otdar Meanchey;0.18181819;0.090909094;0.45454547;0.45454547;1;0.81818181;1;0.54545456;1;0.36363637;1;0;1;1;1;1;1;1;0;1;0.77777779
201;urban;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0;0.2;0.5;0.80000001;1;0.60000002;1;0.60000002;1;0.69999999;0;1;1;1;1;1;1;1;1;1;0.83333331
202;rural;Kampong Speu;Kampong Speu;0.071428575;0.35714287;0.14285715;0.71428573;1;1;0.78571427;0.64285713;1;0.21428572;1;1;1;0;1;1;1;1;0;1;0.77777779
203;rural;Siem Reap;Siem Reap;0.071428575;0.5;0.42857143;0.5714286;1;0.78571427;1;0.9285714;1;0.35714287;1;1;1;1;1;1;1;1;0;1;0.94444442
204;rural;Kampong Cham;Kampong Cham;0.090909094;0.45454547;0.16666667;0.25;1;0;0.91666669;0.33333334;1;0.25;1;1;1;1;0;1;0;1;0;1;0.83333331
205;rural;Kampong Speu;Kampong Speu;0;0.25;0.16666667;0.33333334;1;0.58333331;0.91666669;0.41666666;1;0.25;0;1;1;1;1;1;0;1;0;1;0.72222221
206;urban;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0.1;0.30000001;0.30000001;0.30000001;0.1;0.2;0.89999998;0.60000002;1;0.80000001;1;1;1;1;0;1;1;1;1;1;0.94444442
207;urban;Banteay Meanchay;Banteay Meanchay;0.090909094;0.18181819;0;0.090909094;0.27272728;0.63636363;0.27272728;0.54545456;0.90909094;0.090909094;1;1;0;0;1;0;1;1;0;1;0.55555558
208;urban;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0;0.41666666;0.083333336;0;0;0.16666667;0.16666667;0.083333336;0.75;0;0;1;0;0;0;0;0;0;0;1;0.22222222
209;rural;Battambang & Pailin;Battambang & Pailin;0.15384616;0.38461539;0.23076923;0.61538464;0.92307693;1;0.76923078;0.46153846;1;0.30769232;1;1;1;1;1;1;1;1;0;1;0.94444442
210;rural;Otdar Meanchey;Otdar Meanchey;0.23076923;0.41666666;0.30769232;0.76923078;1;0.46153846;1;1;1;0.61538464;1;1;1;1;1;1;1;1;0;1;0.94444442
211;rural;Kandal;Kandal;0;0.2857143;0.21428572;0.42857143;1;0.5714286;0.9285714;0.5;1;0.2857143;0;1;1;1;1;1;1;1;0;1;0.77777779
212;urban;Otdar Meanchey;Otdar Meanchey;0.083333336;0.5;0.25;0.33333334;0.83333331;1;1;0.083333336;1;0.16666667;1;1;1;1;1;1;0;1;0;1;0.8888889
213;rural;Kampong Thom;Kampong Thom;0.14285715;0.71428573;0.35714287;0.5714286;1;0.35714287;0.85714287;0.85714287;1;0.5714286;1;1;1;1;1;1;1;1;0;1;0.94444442
214;rural;Kampong Speu;Kampong Speu;0;0.21428572;0.21428572;0.21428572;1;0.5714286;0.9285714;0.64285713;0.9285714;0.42857143;0;1;1;1;1;1;1;1;0;1;0.77777779
215;rural;Prey Veng;Prey Veng;0.07692308;0.53846157;0.07692308;0.23076923;1;0;1;0.69230771;1;0.23076923;1;1;1;0;0;1;1;1;0;1;0.72222221
216;urban;Phnom Penh;Phnom Penh;0;0.1;0.090909094;0.090909094;0;0;0.090909094;0;0.45454547;0;0;0;0;0;0;0;0;0;0;1;0.055555556
217;urban;Preah Vihear and Stung Treng;Preah Vihear and Stung Treng;0;0.083333336;0;0;0;0.25;0.25;0.58333331;0.83333331;0;0;0;0;0;0;0;1;0;0;1;0.11111111
218;rural;Otdar Meanchey;Otdar Meanchey;0;0.46153846;0.23076923;0.61538464;1;0.30769232;0.84615386;0.76923078;1;0.53846157;0;1;1;1;1;1;1;1;0;1;0.77777779
219;rural;Kampong Speu;Kampong Speu;0.071428575;0.35714287;0.21428572;0.42857143;0.64285713;0.9285714;0.71428573;0.5714286;1;0.071428575;1;1;1;1;1;1;1;1;0;1;0.94444442
220;rural;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0;0.33333334;0.25;0.72727275;0.66666669;0.41666666;0.83333331;0.25;0.91666669;0.5;0;1;1;1;1;1;0;1;0;1;0.72222221
221;urban;Otdar Meanchey;Otdar Meanchey;0;0.5;0.5;1;1;1;1;0.5;1;0.83333331;0;1;1;1;1;1;1;1;1;1;0.83333331
222;rural;Kandal;Kandal;0.14285715;0.35714287;0.14285715;0.14285715;0.64285713;0.9285714;0.64285713;0.071428575;0.9285714;0.071428575;1;1;1;0;1;1;0;1;0;1;0.72222221
223;rural;Siem Reap;Siem Reap;0;0.5714286;0.64285713;0.85714287;1;0.64285713;1;0.5714286;1;0.2857143;0;1;1;1;1;1;1;1;0;1;0.77777779
224;urban;Battambang & Pailin;Battambang & Pailin;0;0.18181819;0;0.090909094;0.27272728;0.45454547;0.27272728;0.27272728;0.72727275;0.18181819;0;1;0;0;1;0;0;1;0;1;0.33333334
225;rural;Siem Reap;Siem Reap;0.14285715;0.21428572;0.35714287;0.78571427;1;0.9285714;1;0.71428573;1;0.2857143;1;1;1;1;1;1;1;1;0;1;0.94444442
226;rural;Kampong Chhnang;Kampong Chhnang;0.14285715;0.23076923;0;0.42857143;0.9285714;0.64285713;0.9285714;0.42857143;1;0.2857143;1;1;1;0;1;1;0;1;0;1;0.72222221
227;rural;Kampong Thom;Kampong Thom;0;0.2857143;0.14285715;0.42857143;0.9285714;0.35714287;0.85714287;0.78571427;1;0.14285715;0;1;1;0;1;1;1;1;0;1;0.6111111
228;rural;Siem Reap;Siem Reap;0;0.5;0.33333334;0.91666669;1;0;1;0.5;1;0.5;0;1;1;1;0;1;1;1;0;1;0.72222221
229;rural;Banteay Meanchay;Banteay Meanchay;0;0.07692308;0;0.2857143;1;0.9285714;0.78571427;0.71428573;1;0.2857143;0;0;1;0;1;1;1;1;0;1;0.44444445
230;urban;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0;0.22222222;0.44444445;0.33333334;0.22222222;0.55555558;0.55555558;0;1;0.33333334;0;1;1;1;1;1;0;1;0;1;0.72222221
231;rural;Kandal;Kandal;0;0.5;0.21428572;0.71428573;1;1;0.85714287;0.85714287;1;0.35714287;0;1;1;1;1;1;1;1;0;1;0.77777779
232;rural;Siem Reap;Siem Reap;0;0.64285713;0.5714286;0.9285714;1;0.71428573;1;0.5714286;1;0.5;0;1;1;1;1;1;1;1;0;1;0.77777779
233;rural;Kampong Cham;Kampong Cham;0;0.36363637;0.18181819;0.18181819;1;0.27272728;1;0.36363637;1;0.18181819;0;1;1;1;0;1;0;1;0;1;0.66666669
234;urban;Siem Reap;Siem Reap;0.16666667;0.5;0.33333334;1;1;0;1;0.5;1;0.41666666;1;1;1;1;0;1;1;1;0;1;0.8888889
235;rural;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0.083333336;0.25;0.083333336;0.25;0.41666666;0.41666666;0.66666669;0.16666667;1;0.58333331;1;1;1;0;1;1;0;1;0;1;0.72222221
236;rural;Kampong Cham;Kampong Cham;0.15384616;0.30769232;0;0.35714287;0.71428573;0.14285715;0.5714286;0.21428572;0.85714287;0.14285715;1;1;1;0;0;1;0;1;0;1;0.66666669
237;rural;Kampot & Kep;Kampot & Kep;0;0.30769232;0.07692308;0.30769232;1;0.76923078;0.76923078;0.38461539;1;0.07692308;0;1;1;0;1;1;0;1;0;1;0.55555558
238;rural;Kampong Cham;Kampong Cham;0.083333336;0.16666667;0.23076923;0.38461539;1;0.30769232;1;0.84615386;1;0.53846157;1;1;1;1;1;1;1;1;0;1;0.94444442
239;rural;Prey Veng;Prey Veng;0.07692308;0.15384616;0;0.38461539;1;0.07692308;1;0.92307693;1;0.38461539;1;1;1;0;0;1;1;1;0;1;0.72222221
240;rural;Otdar Meanchey;Otdar Meanchey;0;0.11111111;0;0.22222222;1;0.77777779;1;0.44444445;1;0.22222222;0;1;1;0;1;1;1;1;0;1;0.6111111
241;rural;Prey Veng;Prey Veng;0;0.25;0.23076923;0.38461539;1;0;0.61538464;0.46153846;1;0.07692308;0;1;1;1;0;1;1;1;0;1;0.72222221
242;rural;Kandal;Kandal;0;0.46153846;0.23076923;0.38461539;0.76923078;0.92307693;0.46153846;0.46153846;1;0.07692308;0;1;1;1;1;0;1;1;0;1;0.72222221
243;rural;Mondul Kiri and Ratanak Kiri;Mondul Kiri and Ratanak Kiri;0.071428575;0.71428573;0.78571427;0.85714287;1;0.78571427;1;0.71428573;1;0.71428573;1;1;1;1;1;1;1;1;1;1;1
244;rural;Takeo;Takeo;0.071428575;0.35714287;0.21428572;0.5;1;0.78571427;0.9285714;0.5;1;0.2857143;1;1;1;1;1;1;1;1;0;1;0.94444442
245;rural;Kampong Chhnang;Kampong Chhnang;0.15384616;0.30769232;0;0.46153846;1;0.38461539;1;0.76923078;1;0.46153846;1;1;1;0;1;1;1;1;0;1;0.77777779
246;rural;Siem Reap;Siem Reap;0.071428575;0.35714287;0.071428575;0.42857143;0.9285714;0.21428572;1;0.5;0.9285714;0.21428572;1;1;1;0;0;1;1;1;0;1;0.72222221
247;rural;Banteay Meanchay;Banteay Meanchay;0;0.38461539;0.14285715;0.35714287;1;0.85714287;0.9285714;0.71428573;1;0.42857143;0;1;1;0;1;1;1;1;0;1;0.6111111
248;rural;Kratie;Kratie;0.07692308;0.38461539;0.30769232;0.53846157;1;0.76923078;1;0.84615386;1;0.46153846;1;1;1;1;1;1;1;1;0;1;0.94444442
249;rural;Kampot & Kep;Kampot & Kep;0.071428575;0.35714287;0;0.42857143;1;0.64285713;0.78571427;0.78571427;1;0.35714287;1;1;1;0;1;1;1;1;0;1;0.77777779
250;rural;Takeo;Takeo;0.14285715;0.2857143;0;0;1;0.78571427;0.9285714;0.64285713;1;0.42857143;1;1;0;0;1;1;1;1;0;1;0.6111111
251;urban;Otdar Meanchey;Otdar Meanchey;0.083333336;0.33333334;0.083333336;0.45454547;1;0.25;1;0.25;1;0.33333334;1;1;1;0;0;1;0;1;0;1;0.66666669
252;rural;Mondul Kiri and Ratanak Kiri;Mondul Kiri and Ratanak Kiri;0;0.33333334;0.2;0.2;0.2;1;0.5;0.2;0.80000001;0.40000001;0;1;1;1;1;1;0;1;0;1;0.72222221
253;urban;Phnom Penh;Phnom Penh;0;0.5;0;0;0;0;0.22222222;0.11111111;0.33333334;0;0;1;0;0;0;0;0;0;0;1;0.22222222
254;urban;Battambang & Pailin;Battambang & Pailin;0;0.083333336;0.25;0.16666667;0.83333331;0.83333331;0.66666669;0.58333331;1;0.16666667;0;0;1;1;1;1;1;1;0;1;0.6111111
255;rural;Phnom Penh;Phnom Penh;0.083333336;0.23076923;0.15384616;0.16666667;0.15384616;1;0.53846157;0.30769232;0.84615386;0.15384616;1;1;1;0;1;1;0;1;0;1;0.72222221
256;rural;Battambang & Pailin;Battambang & Pailin;0;0.35714287;0.21428572;0.14285715;1;0.71428573;0.71428573;0.64285713;1;0.14285715;0;1;1;1;1;1;1;1;0;1;0.77777779
257;urban;Kampong Chhnang;Kampong Chhnang;0.083333336;0.33333334;0.25;0.41666666;0.33333334;0.083333336;0.58333331;0.41666666;1;0.16666667;1;1;1;1;0;1;0;1;0;1;0.83333331
258;rural;Kampong Speu;Kampong Speu;0;0.14285715;0.071428575;0.14285715;0.71428573;0.71428573;0.71428573;0.42857143;1;0.2857143;0;1;1;0;1;1;0;1;0;1;0.55555558
259;rural;Kandal;Kandal;0;0.23076923;0.071428575;0.2857143;1;0.71428573;0.71428573;0.21428572;0.9285714;0.14285715;0;1;1;0;1;1;0;1;0;1;0.55555558
260;rural;Kratie;Kratie;0.14285715;0.5;0.14285715;0.64285713;1;1;0.9285714;0.2857143;1;0.2857143;1;1;1;0;1;1;0;1;0;1;0.72222221
261;rural;Phnom Penh;Phnom Penh;0;0.36363637;0;0.090909094;0;0;0.090909094;0.18181819;0.45454547;0.090909094;0;1;0;0;0;0;0;0;0;1;0.22222222
262;urban;Kampong Speu;Kampong Speu;0;0.75;0.083333336;0.33333334;0.41666666;0.33333334;0.5;0.41666666;0.91666669;0.25;0;1;1;0;1;1;0;1;0;1;0.55555558
263;rural;Kampong Thom;Kampong Thom;0.071428575;0.071428575;0.071428575;0.2857143;1;0.42857143;0.85714287;0.42857143;1;0.21428572;1;0;1;0;1;1;0;1;0;1;0.55555558
264;rural;Takeo;Takeo;0.14285715;0.42857143;0.071428575;0.071428575;1;0.78571427;0.85714287;0.21428572;0.9285714;0.21428572;1;1;0;0;1;1;0;1;0;1;0.55555558
265;rural;Kampong Cham;Kampong Cham;0;0.15384616;0.14285715;0.42857143;1;0.071428575;0.78571427;0.5;1;0.21428572;0;1;1;0;0;1;1;1;0;1;0.55555558
266;rural;Takeo;Takeo;0.071428575;0.5714286;0.2857143;0.5;1;0.9285714;0.9285714;0.5714286;1;0.2857143;1;1;1;1;1;1;1;1;0;1;0.94444442
267;urban;Pursat;Pursat;0.090909094;0.083333336;0.16666667;0.25;0.91666669;0.66666669;0.83333331;0.25;1;0.33333334;1;0;1;1;1;1;0;1;0;1;0.72222221
268;rural;Banteay Meanchay;Banteay Meanchay;0.07692308;0.30769232;0.14285715;0.69230771;1;0.85714287;1;0.71428573;1;0.42857143;1;1;1;0;1;1;1;1;0;1;0.77777779
269;rural;Siem Reap;Siem Reap;0.071428575;0.5;0.5;0.9285714;1;0.71428573;1;0.71428573;1;0.5;1;1;1;1;1;1;1;1;0;1;0.94444442
270;rural;Kampong Thom;Kampong Thom;0;0.16666667;0;0;0.41666666;0.41666666;0.75;0.5;1;0.16666667;0;1;0;0;1;1;1;1;0;1;0.44444445
271;rural;Pursat;Pursat;0;0.42857143;0.071428575;0.64285713;1;0.21428572;1;0.5;1;0.42857143;0;1;1;0;0;1;1;1;0;1;0.55555558
272;urban;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0.40000001;0.5;0.40000001;0.80000001;1;1;1;0.60000002;1;0.60000002;1;1;1;1;1;1;1;1;0;1;0.94444442
273;rural;Banteay Meanchay;Banteay Meanchay;0;0.16666667;0.23076923;0.46153846;0.61538464;0.46153846;0.76923078;0.23076923;1;0.23076923;0;1;1;1;1;1;0;1;0;1;0.72222221
274;urban;Kampot & Kep;Kampot & Kep;0.083333336;0;0.25;0.083333336;0.25;0.33333334;0.16666667;0.083333336;0.83333331;0.16666667;1;0;0;1;1;0;0;1;0;1;0.5
275;rural;Kampong Speu;Kampong Speu;0;0.42857143;0;0.35714287;1;1;1;0.71428573;1;0.14285715;0;1;1;0;1;1;1;1;0;1;0.6111111
276;rural;Kampong Cham;Kampong Cham;0.14285715;0.2857143;0.14285715;0.5714286;1;0.21428572;0.85714287;0.21428572;1;0.2857143;1;1;1;0;0;1;0;1;0;1;0.66666669
277;rural;Otdar Meanchey;Otdar Meanchey;0;0.64285713;0.5;0.9285714;1;1;1;0.071428575;1;0.5;0;1;1;1;1;1;0;1;0;1;0.72222221
278;rural;Kampong Chhnang;Kampong Chhnang;0.071428575;0.61538464;0.35714287;0.5;1;0.71428573;0.9285714;0.5714286;1;0.14285715;1;1;1;1;1;1;1;1;0;1;0.94444442
279;rural;Banteay Meanchay;Banteay Meanchay;0;0.25;0.30769232;0.69230771;1;1;1;0.84615386;1;0.53846157;0;1;1;1;1;1;1;1;0;1;0.77777779
280;urban;Preah Sihanouk and Koh Kong;Preah Sihanouk and Koh Kong;0.1;0;0.1;0.1;0;0.1;0.1;0.2;0.5;0.1;1;0;0;0;0;0;0;0;0;1;0.22222222
281;rural;Kampong Chhnang;Kampong Chhnang;0.083333336;0.5;0.16666667;0.41666666;0.91666669;1;1;0.66666669;1;0.5;1;1;1;1;1;1;1;1;0;1;0.94444442
282;rural;Battambang & Pailin;Battambang & Pailin;0.16666667;0.25;0.25;0.5;1;1;0.83333331;0.75;1;0.25;1;1;1;1;1;1;1;1;0;1;0.94444442
283;rural;Kratie;Kratie;0.16666667;0.16666667;0.33333334;0.5;1;1;1;0.33333334;1;0.33333334;1;1;1;1;1;1;0;1;0;1;0.8888889
284;rural;Kampong Thom;Kampong Thom;0.23076923;0.76923078;0.2857143;0.78571427;1;0.78571427;1;0.71428573;1;0.5;1;1;1;1;1;1;1;1;0;1;0.94444442
285;rural;Kampot & Kep;Kampot & Kep;0.071428575;0.46153846;0;0.14285715;1;0.85714287;0.85714287;0.35714287;1;0.5;1;1;1;0;1;1;0;1;0;1;0.72222221
